"","X.121.723","X.68.451","X.114.563","X.76.806","X.62.661","X.153.637","X.95.596","X.120.513","X.146.073","X.117.474","X.68.451.1","X.113.55","X.81.951","X.134.91","X.91.988","X.121.455","X.117.474.1","X.85.644","X.143.088"
"1",-121.723,-68.451,-114.563,-76.806,-62.661,-153.637,-95.596,-120.513,-146.073,-117.474,-68.451,-113.55,-81.951,-134.91,-91.988,-121.455,-117.474,-85.644,-143.088
